ID,Label,Entity Text
262102,PRE,同研细
262103,PRE,名医
262104,PRE,名方
262105,PRE,名曰燕口方
262106,PRE,名皂蛤丸
262107,PRE,后二药
262108,PRE,后入诸药
262109,PRE,后方
262110,PRE,后犀角麻黄汤
262111,PRE,后药
262112,PRE,后请别医治之
262113,PRE,吐
262114,PRE,吐下药
262115,PRE,吐之
262116,PRE,吐利药
262117,PRE,吐剂
262118,PRE,吐汤
262119,PRE,吐法
262120,PRE,吐痢丸
262121,PRE,吐纳风沙几石斛
262122,PRE,吐药
262123,PRE,向荣汤
262124,PRE,吕祖一枝梅
262125,PRE,吕祖治百病符
262126,PRE,君
262127,PRE,君一臣三佐五
262128,PRE,君一臣二
262129,PRE,君一臣二，君二臣三
262130,PRE,君二臣三
262131,PRE,君二臣六
262132,PRE,君二臣四
262133,PRE,君术附汤
262134,PRE,君臣
262135,PRE,君臣佐使
262136,PRE,君附散
262137,PRE,吞之
262138,PRE,含之
262139,PRE,含化丸方
262140,PRE,含漱方
262141,PRE,含白马尿
262142,PRE,启窍汤
262143,PRE,启结生阴汤
262144,PRE,启闭汤
262145,PRE,启阳娱心丹
262146,PRE,吴判官之方
262147,PRE,吴秦艽散
262148,PRE,吴茱汤
262149,PRE,吴茱萸
262150,PRE,吴茱萸加附子汤
262151,PRE,吴茱萸汤十六
262152,PRE,吴茱萸生姜汤
262153,PRE,吴茱萸证
262154,PRE,吴茱萸辈
262155,PRE,吴萸汤
262156,PRE,吴萸破故纸，豆蔻五味子，姜 枣肉丸
262157,PRE,吸其油
262158,PRE,吸毒散
262159,PRE,吸都气
262160,PRE,吹入患处
262161,PRE,吹生肌散
262162,PRE,吹药
262163,PRE,吹药方
262164,PRE,吹通鼻散
262165,PRE,吹鼻碧云散
262166,PRE,呕吐方一十九道
262167,PRE,员利针
262168,PRE,周匝燃火
262169,PRE,周户传三汤四散子
262170,PRE,周白水侯散
262171,PRE,呵
262172,PRE,呼
262173,PRE,咀
262174,PRE,咀，水煎
262175,PRE,和
262176,PRE,和中
262177,PRE,和中既济汤
262178,PRE,和中桔梗汤
262179,PRE,和中降逆法
262180,PRE,和丸如梧桐子大
262181,PRE,和之
262182,PRE,和众
262183,PRE,和剂局方七气汤
262184,PRE,和前件葶苈、桃仁杏仁等脂炼蜜和为丸
262185,PRE,和匀
262186,PRE,和平胃散
262187,PRE,和散
262188,PRE,和方
262189,PRE,和气养荣汤术
262190,PRE,和气血
262191,PRE,和汤合药
262192,PRE,和涂之
262193,PRE,和百药
262194,PRE,和缓
262195,PRE,和缓药
262196,PRE,和而利之
262197,PRE,和而带补之方
262198,PRE,和肝消火散
262199,PRE,和胃进乳消痰
262200,PRE,和胃降逆
262201,PRE,和蜜丸
262202,PRE,和血定痛丸
262203,PRE,和血消风散
262204,PRE,和血舒风
262205,PRE,和血药
262206,PRE,和解
262207,PRE,和解之
262208,PRE,和解之法
262209,PRE,和诸药为丸一百丸
262210,PRE,和调下
262211,PRE,和败毒散
262212,PRE,和酱汁敷之
262213,PRE,咒曰若瘥，我与汝拔却
262214,PRE,咳后调理方
262215,PRE,咳嗽药
262216,PRE,咸和调中
262217,PRE,咸寒
262218,PRE,咸寒峻下
262219,PRE,咽津工夫
262220,PRE,咽脂雪
262221,PRE,唇疔汤剂
262222,PRE,唐人大小续命汤
262223,PRE,唐方
262224,PRE,唐郑相国方
262225,PRE,唾方
262226,PRE,唾疮法
262227,PRE,唾禁五毒法
262228,PRE,商陆酒
262229,PRE,啖牙虫，名字鹘，莫啖牙，莫啖骨
262230,PRE,善后养正汤剂
262231,PRE,善后最稳当之方
262232,PRE,善应白膏
262233,PRE,善散汤
262234,PRE,善秽汤
262235,PRE,喉痹肿痛方
262236,PRE,喷屋四壁
262237,PRE,嗽药
262238,PRE,嘉禾急风正气匀气散
262239,PRE,嘘
262240,PRE,噙化丸
262241,PRE,嚏疳散
262242,PRE,囊盛二丸
262243,PRE,四
262244,PRE,四 物紫丸
262245,PRE,四○○九·华佗治伤寒吐血神方
262246,PRE,四○○五·华佗治伤寒结胸神方
262247,PRE,四○○八·华佗治伤寒中风神方
262248,PRE,四○○四·华佗治伤寒发狂神方
262249,PRE,四○一○·华佗治伤寒下血神方
262250,PRE,四○一一·华佗治伤寒衄血神方
262251,PRE,四○一五·华佗治伤寒目翳神方
262252,PRE,四○一四·华佗治伤寒咳嗽神方
262253,PRE,四○七○·华佗治白虎风神方
262254,PRE,四○七一·华佗治鬼箭风神方
262255,PRE,四○七二·华佗治骨软风神方
262256,PRE,四○三○·华佗治伤寒搐搦神方
262257,PRE,四○三一·华佗治伤寒胁痛神方
262258,PRE,四○三三·华佗治伤寒腹胀神方
262259,PRE,四○三二·华佗治伤寒血结神方
262260,PRE,四○三四·华佗治伤寒中寒神方
262261,PRE,四○九七·华佗治斑痧神方
262262,PRE,四○九六·华佗治HT痧神方
262263,PRE,四○二九·华佗治伤寒厥逆神方
262264,PRE,四○二八·华佗治伤寒呕哕神方
262265,PRE,四○五○·华佗治中风掣痛神方
262266,PRE,四○五一·华佗治中风腹痛神方
262267,PRE,四○五九·华佗治羊痫风神方
262268,PRE,四○五八·华佗治风癫神方
262269,PRE,四○八六·华佗治霍乱转筋神方
262270,PRE,四○六九·华佗治历节风神方
262271,PRE,四○六八·华佗治中贼风神方
262272,PRE,四○四一·华佗治中风口噤神方
262273,PRE,四○四七·华佗治中风痰壅神方
262274,PRE,四○四九·华佗治中风发热神方
262275,PRE,四○四二·华佗治中风口神方
262276,PRE,四○四八·华佗治中风气厥神方
262277,PRE,四一○○·华佗治核子瘟神方
262278,PRE,四一○一·华佗治大头瘟神方
262279,PRE,四一○二·华佗治虾蟆瘟神方
262280,PRE,四一一○·华佗治冷热痢神方
262281,PRE,四一一一·华佗治热毒痢神方
262282,PRE,四一一七·华佗治噤口痢神方
262283,PRE,四一一三·华佗治久痢神方
262284,PRE,四一一二·华佗治赤痢神方
262285,PRE,四一一五·华佗治五色痢神方
262286,PRE,四一一六·华佗治休息痢神方
262287,PRE,四一一四·华佗治赤白痢神方
262288,PRE,四一七○·华佗治肺热兼咳神方
262289,PRE,四一七一·华佗治肺热咳痰神方
262290,PRE,四一七三·华佗治气喘神方
262291,PRE,四一七二·华佗治喘嗽神方
262292,PRE,四一七五·华佗治气喘上逆神方
262293,PRE,四一七六·华佗治风痰神方
262294,PRE,四一七四·华佗治痰喘神方
262295,PRE,四一三○·华佗治病后浮肿神方
262296,PRE,四一三一·华佗治水臌神方
262297,PRE,四一三七·华佗治香港脚肿满神方
262298,PRE,四一三八·华佗治香港脚心腹胀急神方
262299,PRE,四一九七·华佗治诸虫心痛神方
262300,PRE,四一九九·华佗治心背彻痛神方
262301,PRE,四一九八·华佗治卒心痛神方
262302,PRE,四一二九·华佗治水气肿臌胀神方
262303,PRE,四一二八·华佗治水通身肿神方
262304,PRE,四一五七·华佗治鬼神交通神方
262305,PRE,四一五八·华佗治盗汗神方
262306,PRE,四一六七·华佗治咳嗽有痰神方
262307,PRE,四一六三·华佗治积年久咳神方
262308,PRE,四一六九·华佗治老年咳嗽神方
262309,PRE,四一六五·华佗治冷咳神方
262310,PRE,四一六八·华佗治咳嗽脓血神方
262311,PRE,四一六六·华佗治干咳神方
262312,PRE,四一六四·华佗治热咳神方
262313,PRE,四一四三·华佗治黄胆神方
262314,PRE,四一四四·华佗治阴黄神方
262315,PRE,四七
262316,PRE,四七气汤
262317,PRE,四三○一·华佗治紧唇神方
262318,PRE,四三○三·华佗治人中肿大神方
262319,PRE,四三○二·华佗治唇菌神方
262320,PRE,四三一三·华佗治舌长口外神方
262321,PRE,四三一二·华佗治舌皮破碎神方
262322,PRE,四二○五·华佗治肾虚腰痛神方
262323,PRE,四二○六·华佗治虚寒腰痛神方
262324,PRE,四二○四·华佗治腰痛神方
262325,PRE,四二七三·华佗治石淋神方
262326,PRE,四二七九·华佗治遗精神方
262327,PRE,四二七二·华佗治诸淋神方
262328,PRE,四二三一·华佗治翻胃神方
262329,PRE,四二三九·华佗治七气神方
262330,PRE,四二三二·华佗治呕吐神方
262331,PRE,四二三八·华佗治五膈神方
262332,PRE,四二九一·华佗治子痈神方
262333,PRE,四二九三·华佗治头疼神方
262334,PRE,四二九二·华佗治头风神方
262335,PRE,四二二○·华佗治心中嘈杂神方
262336,PRE,四二二一·华佗治癖神方
262337,PRE,四二二二·华佗治疗症神方
262338,PRE,四二八○·华佗治心虚遗精神方
262339,PRE,四二八一·华佗治阴虚梦遗神方
262340,PRE,四二四九·华佗治久泄神方
262341,PRE,四二四八·华佗治热泻神方
262342,PRE,四五汤
262343,PRE,四兽
262344,PRE,四分之一
262345,PRE,四制研散
262346,PRE,四剂
262347,PRE,四加减正气散方
262348,PRE,四参汤
262349,PRE,四君
262350,PRE,四君 子
262351,PRE,四君、参、 、炮姜
262352,PRE,四君、归、
262353,PRE,四君加吴茱萸制黄连
262354,PRE,四君加姜附汤
262355,PRE,四君加芎、归
262356,PRE,四君加黄连制吴茱萸
262357,PRE,四君合补水宁神汤
262358,PRE,四君子
262359,PRE,四君子加远志汤
262360,PRE,四君子汤加竹沥姜汁方
262361,PRE,四君子汤末
262362,PRE,四君汤
262363,PRE,四君黄
262364,PRE,四味
262365,PRE,四味等分
262366,PRE,四味紫丸
262367,PRE,四味肥儿散
262368,PRE,四味茱萸丸
262369,PRE,四味茱连丸
262370,PRE,四味补心丸
262371,PRE,四圣保命丹
262372,PRE,四将军饮
262373,PRE,四效散
262374,PRE,四时加减柴胡饮子方
262375,PRE,四气兼中
262376,PRE,四物
262377,PRE,四物一黄散
262378,PRE,四物三化汤
262379,PRE,四物与凉膈
262380,PRE,四物与调胃承气
262381,PRE,四物二汤
262382,PRE,四物加 本、防风
262383,PRE,四物加减
262384,PRE,四物加参
262385,PRE,四物加味
262386,PRE,四物加味汤
262387,PRE,四物加柴、芩
262388,PRE,四物加柴胡、丹皮、山栀、胆草
262389,PRE,四物加栀连
262390,PRE,四物加桂乳没粟
262391,PRE,四物加炮姜、参、术
262392,PRE,四物加知柏
262393,PRE,四物加芩术汤
262394,PRE,四物加芩连汤
262395,PRE,四物加黄连
262396,PRE,四物合小柴胡汤
262397,PRE,四物大黄汤
262398,PRE,四物女宛丸
262399,PRE,四物女菀丸
262400,PRE,四物枳苏香附陈
262401,PRE,四物款冬丸
262402,PRE,四物汤加味
262403,PRE,四物汤加桃仁红花竹沥姜汁方
262404,PRE,四物汤加芩连姜夏方
262405,PRE,四物汤加黄芩黄柏槐花方
262406,PRE,四物汤合白头翁汤
262407,PRE,四物沉阴之剂
262408,PRE,四物煎
262409,PRE,四物玄胡苦楝附子汤
262410,PRE,四物甘草汤
262411,PRE,四物知柏
262412,PRE,四物竹沥
262413,PRE,四物粱米汤
262414,PRE,四物紫丸
262415,PRE,四物解肌汤
262416,PRE,四物鸢头散
262417,PRE,四生饮
262418,PRE,四疟散
262419,PRE,四白散
262420,PRE,四白散子
262421,PRE,四石汤
262422,PRE,四磨饮子
262423,PRE,四神
262424,PRE,四神二丸
262425,PRE,四精丸
262426,PRE,四续丸
262427,PRE,四美丸
262428,PRE,四苓
262429,PRE,四苓三散
262430,PRE,四苓加木瓜浓朴草果汤方
262431,PRE,四苓加木瓜草果浓朴汤
262432,PRE,四苓加木通
262433,PRE,四苓加浓朴秦皮汤
262434,PRE,四苓加浓朴秦皮汤方
262435,PRE,四苓加神曲
262436,PRE,四苓合芩芍汤方
262437,PRE,四苓辛淡渗湿
262438,PRE,四蜕散
262439,PRE,四补散
262440,PRE,四逆
262441,PRE,四逆加半夏一合
262442,PRE,四逆加参
262443,PRE,四逆加猪胆汁汤
262444,PRE,四逆加白芍方
262445,PRE,四逆汤方
262446,PRE,四逆汽加参术
262447,PRE,四逆白通等汤
262448,PRE,四逆等汤
262449,PRE,四逆良方
262450,PRE,四逆证
262451,PRE,四逆辈
262452,PRE,四阳玉龙膏
262453,PRE,四顺
262454,PRE,四顺散
262455,PRE,四顺清凉
262456,PRE,四顺理中
262457,PRE,四顺理中丸
262458,PRE,四香散
262459,PRE,回令
262460,PRE,回元大成汤
262461,PRE,回回香草散奇功
262462,PRE,回毒金银花汤
262463,PRE,回毒银花散
262464,PRE,回生
262465,PRE,回生丹方
262466,PRE,回生八物
262467,PRE,回阳三建
262468,PRE,回阳上龙膏
262469,PRE,回阳王龙膏
262470,PRE,回阳药
262471,PRE,回龙汤
262472,PRE,团参太一丹
262473,PRE,团鱼散
262474,PRE,围之
262475,PRE,围毒散
262476,PRE,围疔消毒散
262477,PRE,固
262478,PRE,固本
262479,PRE,固真丹
262480,PRE,固经丸方
262481,PRE,固经止漏之剂
262482,PRE,固胎药
262483,PRE,固金参妙理
262484,PRE,固齿白玉贴牙效
262485,PRE,国老膏化汤
262486,PRE,国老饮
262487,PRE,圆散
262488,PRE,土炒
262489,PRE,土瓜丸
262490,PRE,土瓜方
262491,PRE,土瓜根散
262492,PRE,土瓜根汤
262493,PRE,土苓汤
262494,PRE,土苓皂刺香油服
262495,PRE,土茯苓汤
262496,PRE,土金双培汤
262497,PRE,圣丸子
262498,PRE,圣制再苏散
262499,PRE,圣惠 人参丸
262500,PRE,圣惠人参丸
262501,PRE,圣惠大黄丸
262502,PRE,圣惠天竺黄散
262503,PRE,圣惠木香丸
262504,PRE,圣惠橘皮饮
262505,PRE,圣惠生干地黄丸
262506,PRE,圣惠金蟾散
262507,PRE,圣惠鳖甲散
262508,PRE,圣愈
262509,PRE,圣愈四物汤
262510,PRE,圣愈正容汤
262511,PRE,圣愈正容汤方
262512,PRE,圣效散
262513,PRE,圣散子方
262514,PRE,圣枣子
262515,PRE,圣枣散
262516,PRE,圣汤
262517,PRE,圣济射干丸
262518,PRE,圣济归脾汤
262519,PRE,圣济犀角地 黄汤
262520,PRE,圣济犀角地黄 汤
262521,PRE,圣济犀角地黄丸
262522,PRE,圣济犀角地黄汤
262523,PRE,圣烟筒
262524,PRE,圣草散
262525,PRE,圣药
262526,PRE,圣蟾散
262527,PRE,在上者因而越之方
262528,PRE,地栗粉
262529,PRE,地沥青膏
262530,PRE,地浆
262531,PRE,地清
262532,PRE,地肤草汤
262533,PRE,地芍芎归四物汤
262534,PRE,地黄丸料
262535,PRE,地黄丸料加五味子
262536,PRE,地黄丸料煎服
262537,PRE,地黄二丸
262538,PRE,地黄四两
262539,PRE,地黄清肺饮
262540,PRE,地黄煎方
262541,PRE,地黄石英酒作丸补益方
262542,PRE,地龙桃杏方
262543,PRE,地龙齿散
262544,PRE,坐导药方
262545,PRE,坐汤
262546,PRE,坐药荡胞汤
262547,PRE,坚结下法
262548,PRE,坠翳丸
262549,PRE,坠马落车及树间崩血腹满短气方
262550,PRE,培元
262551,PRE,培元散
262552,PRE,培元气
262553,PRE,培土散
262554,PRE,培木以生火
262555,PRE,培补
262556,PRE,堂中向空扇
262557,PRE,塞耳丹
262558,PRE,塞耳方
262559,PRE,塞鼻丸
262560,PRE,填灰以养火
262561,PRE,填窍止氛汤
262562,PRE,填精止血汤
262563,PRE,填精益肾
262564,PRE,填精益血汤
262565,PRE,填经止痛丹
262566,PRE,填补中气
262567,PRE,填补之剂
262568,PRE,填阴汤
262569,PRE,填骨万金煎
262570,PRE,填骨丸
262571,PRE,增减六君汤
262572,PRE,增减逍遥散
262573,PRE,增味补气汤
262574,PRE,增损三才丸
262575,PRE,增损四物汤
262576,PRE,增损如圣汤
262577,PRE,增损建脾丸
262578,PRE,增损禹余粮丸
262579,PRE,增损续命汤
262580,PRE,增损茵芋酒
262581,PRE,增损黑锡丹
262582,PRE,增明膏
262583,PRE,增液
262584,PRE,增液汤一方
262585,PRE,增液汤方
262586,PRE,增液辈
262587,PRE,增益四物汤
262588,PRE,增益归茸丸
262589,PRE,墨奴散
262590,PRE,壁尘汤
262591,PRE,壮服灵
262592,PRE,壮气汤
262593,PRE,壮水之主以制阳光
262594,PRE,壮水之主，以镇阳光
262595,PRE,壮水之剂
262596,PRE,壮水汤
262597,PRE,壮水滋肾
262598,PRE,壮火丹
262599,PRE,壮脾丸
262600,PRE,壳烧解秽
262601,PRE,处方
262602,PRE,备急大黄丸
262603,PRE,备急方
262604,PRE,复下之
262605,PRE,复亨丹方
262606,PRE,复元羌活汤
262607,PRE,复元通气
262608,PRE,复方
262609,PRE,复脉
262610,PRE,复脉加人参
262611,PRE,复脉汤法
262612,PRE,复脉法
262613,PRE,复脉等汤
262614,PRE,复脉辈
262615,PRE,复阴
262616,PRE,夏元通气散
262617,PRE,夏姬杏仁煎方
262618,PRE,夏枯海藻薄升僵
262619,PRE,夏枯草
262620,PRE,夏苓丹芍合归芎
262621,PRE,夏陈
262622,PRE,外台乌头汤
262623,PRE,外台柴胡桂枝汤
262624,PRE,外台桔梗白散
262625,PRE,外台灸瘰
262626,PRE,外台炙甘草汤
262627,PRE,外台防己黄 汤
262628,PRE,外台黄芩汤
262629,PRE,外导之法
262630,PRE,外感散剂
262631,PRE,外感药
262632,PRE,外感退热之药
262633,PRE,外托
262634,PRE,外搽灵药
262635,PRE,外摩膏
262636,PRE,外敷之药
262637,PRE,外敷以生肌散及神膏
262638,PRE,外敷内服
262639,PRE,外敷离宫锭
262640,PRE,外方
262641,PRE,外治
262642,PRE,外治之法
262643,PRE,外治方
262644,PRE,外治法
262645,PRE,外消散
262646,PRE,外炙膏
262647,PRE,外照而内温补
262648,PRE,外用方
262649,PRE,外用解毒紫金丹
262650,PRE,外科圣药
262651,PRE,外科收敛药
262652,PRE,外科治法
262653,PRE,外科补托之法
262654,PRE,外药箍之
262655,PRE,外解
262656,PRE,外贴巴膏
262657,PRE,夜光散
262658,PRE,夜光璧十二
262659,PRE,夜清汤
262660,PRE,夜露饮
262661,PRE,大 小柴胡
262662,PRE,大、小承气汤
262663,PRE,大、小柴胡汤
262664,PRE,大、小青龙汤
262665,PRE,大三建丸
262666,PRE,大乌头汤
262667,PRE,大五明野狼毒丸
262668,PRE,大人小儿痈肿方
262669,PRE,大仓丸
262670,PRE,大作汤剂
262671,PRE,大全良方四生丸
262672,PRE,大养气血
262673,PRE,大刑膏药
262674,PRE,大利膈丸
262675,PRE,大剂
262676,PRE,大剂人参生脉散
262677,PRE,大剂保元汤
262678,PRE,大剂六味丸
262679,PRE,大剂十全大补汤
262680,PRE,大剂地黄丸料
262681,PRE,大剂地黄丸料加五味子
262682,PRE,大剂寒凉
262683,PRE,大剂导赤散加黄连
262684,PRE,大剂异功散
262685,PRE,大剂归脾汤
262686,PRE,大剂当归补血汤
262687,PRE,大剂泻白散
262688,PRE,大剂滋补之药
262689,PRE,大剂煎服
262690,PRE,大剂煎饮
262691,PRE,大剂独参
262692,PRE,大剂补中益气汤
262693,PRE,大剂量“神农一号”粉剂
262694,PRE,大剂黄连解毒汤
262695,PRE,大加补剂
262696,PRE,大半夏汤主之
262697,PRE,大半夏汤方
262698,PRE,大味芦荟丸
262699,PRE,大呼三十遍
262700,PRE,大和气
262701,PRE,大圣川散
262702,PRE,大备急丸散
262703,PRE,大安
262704,PRE,大安一味白术加
262705,PRE,大安肾丸
262706,PRE,大定风珠方
262707,PRE,大寒之剂
262708,PRE,大小
262709,PRE,大小定风珠
262710,PRE,大小定风珠二方
262711,PRE,大小承气
262712,PRE,大小柴胡
262713,PRE,大小柴胡汤
262714,PRE,大小柴胡汤加味
262715,PRE,大小续命
262716,PRE,大小续命汤
262717,PRE,大小金芽散
262718,PRE,大小陷胸汤
262719,PRE,大小陷胸汤丸
262720,PRE,大小青龙
262721,PRE,大小青龙汤
262722,PRE,大岩蜜汤方
262723,PRE,大己寒丸
262724,PRE,大平胃丸
262725,PRE,大度出丸
262726,PRE,大建中
262727,PRE,大建中汤方
262728,PRE,大建方
262729,PRE,大慎火草散方
262730,PRE,大成
262731,PRE,大托补药
262732,PRE,大承
262733,PRE,大承急下
262734,PRE,大承气
262735,PRE,大承气加姜、半
262736,PRE,大承气加麦冬元参汤
262737,PRE,大承气去浓朴加栀子茵陈汤
262738,PRE,大承气攻之
262739,PRE,大承气汤加味
262740,PRE,大承气汤方
262741,PRE,大承气用
262742,PRE,大攻、大寒
262743,PRE,大攻大下大补大温等剂
262744,PRE,大效油煎散
262745,PRE,大效虎骨散
262746,PRE,大散
262747,PRE,大散摩膏
262748,PRE,大料益气汤
262749,PRE,大方
262750,PRE,大方科药
262751,PRE,大曲丸
262752,PRE,大枣煎方
262753,PRE,大枫丹
262754,PRE,大枫子膏
262755,PRE,大枫膏
262756,PRE,大柴胡
262757,PRE,大柴胡加元参地黄汤
262758,PRE,大柴胡加葳蕤知母汤
262759,PRE,大柴胡汤二
262760,PRE,大柴胡汤加减
262761,PRE,大柴胡汤证
262762,PRE,大毒之剂
262763,PRE,大毒食药数丸
262764,PRE,大法
262765,PRE,大泻其火
262766,PRE,大润肠丸
262767,PRE,大清凉饮
262768,PRE,大温气血
262769,PRE,大热
262770,PRE,大热之剂
262771,PRE,大热剂
262772,PRE,大热大寒之剂
262773,PRE,大热甘辛之剂
262774,PRE,大牛角中仁散
262775,PRE,大白膏方
262776,PRE,大白膏药
262777,PRE,大硝石丸
262778,PRE,大续命汤方
262779,PRE,大羊肉汤
262780,PRE,大羌活
262781,PRE,大芎辛汤
262782,PRE,大芦荟四味肥儿丸
262783,PRE,大药
262784,PRE,大虻虫丸方
262785,PRE,大螺着少腹法
262786,PRE,大补
262787,PRE,大补丸散
262788,PRE,大补之剂
262789,PRE,大补元
262790,PRE,大补元气
262791,PRE,大补养荣灵
262792,PRE,大补内黄汤
262793,PRE,大补回阳之剂
262794,PRE,大补气血
262795,PRE,大补气血之剂
262796,PRE,大补气血之药
262797,PRE,大补真阴
262798,PRE,大补肾丸
262799,PRE,大补肾水以制阳光
262800,PRE,大补脾胃之药
262801,PRE,大补脾胃暖药
262802,PRE,大补血气
262803,PRE,大补阴
262804,PRE,大补黄
262805,PRE,大补黄 汤
262806,PRE,大补黄汤
262807,PRE,大豆三升，酒六升，煮四五沸
262808,PRE,大豆酒方
262809,PRE,大辛热剂
262810,PRE,大连翘饮子
262811,PRE,大通利药
262812,PRE,大通膏
262813,PRE,大通药
262814,PRE,大酒煎膏
262815,PRE,大防风（汤）
262816,PRE,大陷胸
262817,PRE,大陷胸丸方
262818,PRE,大陷胸汤方
262819,PRE,大露宿丸
262820,PRE,大青四物汤
262821,PRE,大青葛根汤
262822,PRE,大青龙
262823,PRE,大顺冷香
262824,PRE,大须急救之治鼠方
262825,PRE,大风药
262826,PRE,大香甲丸散
262827,PRE,大魂汤
262828,PRE,大麦奴汤
262829,PRE,大麦奴汤方
262830,PRE,大黄 虫丸
262831,PRE,大黄、人参末各半两
262832,PRE,大黄朴硝汤方
262833,PRE,大黄枳朴承气小
262834,PRE,大黄汤方
262835,PRE,大黄甘草汤方
262836,PRE,大黄甘遂汤方
262837,PRE,大黄石膏
262838,PRE,大黄硝石汤方
262839,PRE,大黄药
262840,PRE,大黄虫丸
262841,PRE,大黄酒
262842,PRE,大黄附子汤方
262843,PRE,大黄黄柏栀子芒硝汤
262844,PRE,大黄黄芩汤
262845,PRE,天下无方可用
262846,PRE,天丝饮
262847,PRE,天之所圆，地之所方，受天神符可以长生。二十八宿其色亭亭，五色变化与符合并，急急如律令
262848,PRE,天仙丸
262849,PRE,天仙散
262850,PRE,天冬汤
262851,PRE,天半神丹
262852,PRE,天台乌药散方
262853,PRE,天杀黄黄，地杀正方，千鬼万神，谁复敢藏飞步一及 ，百鬼灭亡
262854,PRE,天根月窟膏
262855,PRE,天根月窟膏方
262856,PRE,天水
262857,PRE,天水、六一
262858,PRE,天灵盖散
262859,PRE,天炎
262860,PRE,天生白虎汤
262861,PRE,天真百畏丸
262862,PRE,天神咒
262863,PRE,天罗散
262864,PRE,天蛾散
262865,PRE,天行茵陈丸散
262866,PRE,天门冬大煎
262867,PRE,天门冬膏
262868,PRE,天门冬酒酿法
262869,PRE,天门冬饮子
262870,PRE,天雄散方
262871,PRE,天香散
262872,PRE,天麻定喘
262873,PRE,天麻定喘饮
262874,PRE,天麻汤方
262875,PRE,天麻煎
262876,PRE,天麻草汤方
262877,PRE,天麻饼子
262878,PRE,天麻黄汤
262879,PRE,太一备急散
262880,PRE,太一流金散方
262881,PRE,太一白丸
262882,PRE,太一神明丸
262883,PRE,太一神明陷冰丸
262884,PRE,太一神符
262885,PRE,太一神膏方
262886,PRE,太上五蛊丸
262887,PRE,太上混元丹
262888,PRE,太乙丹
262889,PRE,太乙备急散
262890,PRE,太乙散
262891,PRE,太乙流金散
262892,PRE,太乙灵符
262893,PRE,太乙神明再造感应丸
262894,PRE,太乙神明陷冰丸
262895,PRE,太乙神积丹
262896,PRE,太乙神精丹
262897,PRE,太乙紫金
262898,PRE,太乙紫金丹
262899,PRE,太乙紫金绽
262900,PRE,太乙紫金锭
262901,PRE,太乙紫霞丹
262902,PRE,太乙膏十五
262903,PRE,太乙追命丸
262904,PRE,太乙针法
262905,PRE,太傅白膏
262906,PRE,太医局方大圣散
262907,PRE,太常贮
262908,PRE,太无神术散
262909,PRE,太璞还贞
262910,PRE,太白仙人禁肿法
262911,PRE,太阳病项背强KT KT 汗出恶风者桂枝加葛根汤
262912,PRE,太阳表里两解
262913,PRE,失丸
262914,PRE,头面风方四十四道
262915,PRE,头风摩散方
262916,PRE,头风摩膏
262917,PRE,夹伤敷药
262918,PRE,夺之
262919,PRE,夺命之丹
262920,PRE,夺魂之妙药
262921,PRE,奇
262922,PRE,奇与偶
262923,PRE,奇之不去
262924,PRE,奇之制
262925,PRE,奇效四物
262926,PRE,奇方
262927,PRE,奔 汤
262928,PRE,奔 汤方
262929,PRE,套方疲药
262930,PRE,女口噙艾
262931,PRE,女曲散
262932,PRE,女萎丸
262933,PRE,女萎膏
262934,PRE,女贞枸杞当归芍
262935,PRE,好善
262936,PRE,如圣丹
262937,PRE,如圣水
262938,PRE,如圣膏
262939,PRE,如圣饮
262940,PRE,如圣饼
262941,PRE,如圣黑膏
262942,PRE,如意膏
262943,PRE,如意金黄
262944,PRE,如神丹
262945,PRE,如神开骨膏
262946,PRE,如绿豆大
262947,PRE,如胜散
262948,PRE,如黍米大
262949,PRE,妇人常服之药
262950,PRE,妇人怀妊腹痛方
262951,PRE,妇人方
262952,PRE,妇人方当归散
262953,PRE,妇人白崩中马通汁方
262954,PRE,妊娠恶阻方
262955,PRE,妊娠胎不长养方论第二
262956,PRE,妊娠误服毒药伤动胎气方第十
262957,PRE,妒精方
262958,PRE,妙圣丹
262959,PRE,妙方
262960,PRE,妙灵散
262961,PRE,妙贴散
262962,PRE,妙香丸
262963,PRE,妙香散三
262964,PRE,始相宜
262965,PRE,始良方
262966,PRE,姜、桂、参、苓、首乌汤
262967,PRE,姜夏芩连草枣参
262968,PRE,姜擦
262969,PRE,姜曲汤
262970,PRE,姜枣水煎服
262971,PRE,姜桂温热之药
262972,PRE,姜桂温运
262973,PRE,姜梅汤
262974,PRE,姜汁打糊丸
262975,PRE,姜汁淹炒
262976,PRE,姜汁糊为丸如梧子大
262977,PRE,姜汁背心
262978,PRE,姜汤送下三十丸
262979,PRE,姜炒
262980,PRE,姜甘桂枣
262981,PRE,姜甘附子加猪胆
262982,PRE,姜盐汤
262983,PRE,姜老师原方
262984,PRE,姜老师此方
262985,PRE,姜艾丸
262986,PRE,姜茶饮
262987,PRE,姜薄淡汤调
262988,PRE,姜连
262989,PRE,姜连片胆
262990,PRE,姜酒
262991,PRE,姜附
262992,PRE,姜附归桂参甘汤
262993,PRE,姜附归桂汤
262994,PRE,威喜丸
262995,PRE,威灵散
262996,PRE,娱亲汤
262997,PRE,媚药
262998,PRE,子丹
262999,PRE,子午流注
263000,PRE,子和三法
263001,PRE,子和六神通解散
263002,PRE,子和木香槟榔丸
263003,PRE,子和流气之剂
